sample	nHets
KAG7	13874
KAG8	13844
KCE5	10500
KCG2	5635
KCG3	5972
KCI6	20157
KCI7	16125
KEB8	2856
KEC1	2710
KEC2	3467
KEE9	3938
KEF1	4011
KEH3	4177
KFD2	10796
KFD4	10948
KFF4	11078
KFH4	1548
KFH5	1032
KHA7	10294
KHA9	8680
KHE6	10640
KYA1	8160
KYA5	7538
KYB7	11342
KYB8	16944
KYB9	9733
LBA1	13417
LBF3	4675
LBF7	22693
LBF8	22367
LCA1	5422
LCA2	5701
LCB4	10094
LCB5	13821
LCC2	12608
LCC6	10132
LDD1	6581
LDD6	9351
LDD9	4345
LDE1	3968
LDF4	2776
LDF5	3027
LDG2	4934
LDG3	5223
LEE1	2946
LEH2	2121
LFB7	3926
LFB9	4736
LFD2	8191
LFD4	7648
LFF7	5755
LFF8	6570
LFG8	362
LFH1	8420
LGE2	3256
LGE3	3122
LGG6	2297
LGG7	2117
LGH8	2951
LGI1	2862
LHA2	11201
LHA5	11765
LHC1	30746
LHF2	30735
LHF6	4315
LHF7	4688
LJC2	13964
LJC3	4541
LJC9	56870
LJD1	46067
LJD3	4883
A108	5266
A142	7123
A188	1875
AUC3	3140
AUC4	3491
AUE6	9389
AUE7	5158
AUG8	9751
AVA9	8212
AVB2	8631
AVD4	11571
AVG5	11946
AXD5	4807
Bel07	6153
Bel09	8149
Bel13	11302
Bel14	12884
GPH1	3517
GPH2	2494
HFG1287	3995
HXC8	2390
ILA7	22597
ILB4	1175
ILB6	18240
ILB7	18079
ILC1	3959
ILD3	4675
ILD9	9583
ILE5	8834
ILE6	17692
ILH1	1457
IMA1	7310
IMA2	7066
IMB3	19771
IMB4	21245
IMD1	7175
IMD2	4731
IMG9	2757
IMH3	3374
INA6	4144
INC7	19605
IND7	1889
IND8	1826
IOE2	4409
IOE3	4706
IOH4	4407
IOH5	6202
IPD6	6520
IPF7	4524
IPG3	6450
IPH2	17522
IQA3	4398
IQA4	3491
IRB2	9208
IRB8	9566
IRC4	2462
IRC5	5806
IRF6	4927
IRF8	5036
IRH2	5480
IRH4	4271
IRI8	22457
IRI9	20419
ISA6	11493
ISA8	12859
ISB1	5356
ISB3	10414
ISB7	6781
ISC1	9378
ISC9	6892
ITG2	1922
IVE8	14651
IVF1	18410
IVH1	2592
IVH2	2332
IWD5	9284
IWD6	12516
IYA4	8526
IZI7	6302
IZI8	1403
JAB1	12513
JBD5	24585
JBD6	31733
JBE8	17300
JBE9	27493
JDF3	10089
JDF4	13780
JDF5	20850
JDG4	18655
JDI1	8903
JDI2	11569
JED4	15988
JED5	24616
JEI4	1460
JEI5	1279
JEI6	4794
JEI8	4356
JUD4	18385
JUD5	28460
JUH9	14522
JUI1	13153
JVB4	4802
JVB8	4765
JVI9	24215
JWA1	9166
JWA2	7632
JWA3	1905
JWA4	3106
JWA5	2540
JWA6	4236
JWA7	3714
JWA8	3463
JWA9	4684
JWC8	24282
JWC9	32702
JWF6	2346
JWG8	7241
JWG9	8067
JWH1	11368
JWH2	10907
JWH3	8042
JWH4	8520
JWH5	10316
JWH6	4054
JWH9	1685
JWI2	3168
JWI3	2240
JWI6	1539
JXA4	25025
JXB5	10107
JXC1	9432
JXD4	6781
JXD7	6744
JXG8	13931
JXH2	14017
JZD5	1109
JZD6	1733
JZF1	10468
JZF2	12611
JZF3	26933
JZF4	25842
KAD2	4265
KAG7	6648
KAG8	16728
KCE5	12257
KCG2	6698
KCG3	7026
KCI6	29626
KCI7	22409
KEB8	4583
KEC1	5556
KEC2	4397
KEE9	4824
KEF1	5449
KEH3	4739
KFD2	12870
KFD4	12389
KFF4	12777
KFH4	1750
KFH5	1803
KHA7	11376
KHA9	10450
KHE6	12289
KYA1	10107
KYA5	6524
KYB7	8902
KYB8	21655
KYB9	12081
LBA1	13905
LBF3	6490
LBF7	27309
LBF8	26521
LCA1	6170
LCA2	6587
LCB4	12931
LCB5	16195
LCC2	15081
LCC6	12749
LDD1	10551
LDD6	11319
LDD9	5428
LDE1	3781
LDF4	3475
LDF5	3602
LDG2	5295
LDG3	6054
LEE1	3579
LEH2	3237
LFB7	5185
LFB9	5809
LFD2	10798
LFD4	11518
LFF7	5925
LFF8	8049
LFG8	8822
LFH1	9608
LGE2	4362
LGE3	3934
LGG6	4366
LGG7	4710
LGH8	3831
LGI1	3513
LHA2	12724
LHA5	13690
LHC1	35716
LHF2	36042
LHF6	5942
LHF7	5930
LJC2	13594
LJC3	5430
LJC9	65603
LJD1	54470
LJD3	2038
A108	8103
A142	19343
A188	7627
AUC3	2303
AUC4	4576
AUE6	10096
AUE7	7586
AUG8	10642
AVA9	7205
AVB2	12877
AVD4	15145
AVG5	16267
AXD5	6924
Bel07	9955
Bel09	10717
Bel13	15166
Bel14	16650
GPH1	6965
GPH2	2854
HFG1287	8755
HXC8	10599
ILA7	30335
ILB4	1463
ILB6	24376
ILB7	23597
ILC1	5253
ILD3	6154
ILD9	13539
ILE5	11550
ILE6	22954
ILH1	2139
IMA1	10633
IMA2	21714
IMB3	27427
IMB4	26738
IMD1	10059
IMD2	6458
IMG9	3312
IMH3	4021
INA6	11104
INC7	26412
IND7	2734
IND8	2153
IOE2	6404
IOE3	4914
IOH4	6295
IOH5	8360
IPD6	8910
IPF7	5592
IPG3	8811
IPH2	23772
IQA3	6690
IQA4	5358
IRB2	13492
IRB8	14088
IRC4	10589
IRC5	10533
IRF6	24467
IRF8	6799
IRH2	6554
IRH4	4812
IRI8	25552
IRI9	24341
ISA6	15718
ISA8	16500
ISB1	10092
ISB3	13812
ISB7	10327
ISC1	13156
ISC9	8330
ITG2	1641
IVE8	19437
IVF1	24716
IVH1	3414
IVH2	3305
IWD5	10272
IWD6	13887
IYA4	10330
IZI7	8364
IZI8	1494
JAB1	16783
JBD5	34902
JBD6	42671
JBE8	24490
JBE9	36482
JDF3	12129
JDF4	16124
JDF5	23108
JDG4	20623
JDI1	10406
JDI2	13149
JED4	19619
JED5	29581
JEI4	2042
JEI5	1568
JEI6	6881
JEI8	6226
JUD4	36628
JUD5	41049
JUH9	22153
JUI1	18037
JVB4	5820
JVB8	5675
JVI9	33291
JWA1	9727
JWA2	11953
JWA3	3626
JWA4	3655
JWA5	4175
JWA6	4562
JWA7	3142
JWA8	5039
JWA9	7450
JWC8	13752
JWC9	29803
JWF6	10847
JWG8	3233
JWG9	2574
JWH1	11661
JWH2	14562
JWH3	17048
JWH4	16765
JWH5	12270
JWH6	14510
JWH9	3791
JWI2	5071
JWI3	7658
JWI6	3679
JXA4	33899
JXB5	14493
JXC1	13128
JXD4	6662
JXD7	1466
JXG8	16501
JXH2	15340
JZD5	1267
JZD6	2178
JZF1	12267
JZF2	14860
JZF3	29452
JZF4	27162
KAD2	5013
KAG7	18466
KAG8	19324
KCE5	14620
KCG2	8497
KCG3	8825
KCI6	37503
KCI7	30749
KEB8	5217
KEC1	5645
KEC2	2419
KEE9	6875
KEF1	7593
KEH3	6372
KFD2	16907
KFD4	16656
KFF4	18474
KFH4	2212
KFH5	2260
KHA7	13988
KHA9	12853
KHE6	17615
KYA1	14696
KYA5	14505
KYB7	24179
KYB8	26131
KYB9	14791
LBA1	14344
LBF3	9500
LBF7	31950
LBF8	31305
LCA1	8521
LCA2	9138
LCB4	19989
LCB5	23257
LCC2	23158
LCC6	19829
LDD1	13212
LDD6	13434
LDD9	8091
LDE1	6615
LDF4	4856
LDF5	4937
LDG2	7243
LDG3	7635
LEE1	5342
LEH2	14944
LFB7	6209
LFB9	6955
LFD2	15440
LFD4	14988
LFF7	8447
LFF8	10324
LFG8	11440
LFH1	15746
LGE2	4307
LGE3	4903
LGG6	6186
LGG7	5361
LGH8	5781
LGI1	4599
LHA2	16332
LHA5	17147
LHC1	50850
LHF2	43816
LHF6	8456
LHF7	7727
LJC2	3776
LJC3	8070
LJC9	104880
LJD1	84977
LJD3	7718
A108	4178
A142	13852
A188	5544
AUC3	2306
AUC4	2453
AUE6	7963
AUE7	4387
AUG8	7694
AVA9	6793
AVB2	6662
AVD4	10027
AVG5	8134
AXD5	3965
Bel07	5189
Bel09	6197
Bel13	10571
Bel14	11403
GPH1	2105
GPH2	1465
HFG1287	3120
HXC8	1060
ILA7	20119
ILB4	820
ILB6	16291
ILB7	16269
ILC1	3546
ILD3	3934
ILD9	8144
ILE5	6960
ILE6	13133
ILH1	1124
IMA1	4201
IMA2	5777
IMB3	17094
IMB4	18845
IMD1	7583
IMD2	4415
IMG9	1967
IMH3	2510
INA6	4724
INC7	17343
IND7	1410
IND8	1424
IOE2	5053
IOE3	4820
IOH4	3933
IOH5	5075
IPD6	5540
IPF7	3961
IPG3	5406
IPH2	15152
IQA3	2913
IQA4	2861
IRB2	7962
IRB8	7736
IRC4	7629
IRC5	5480
IRF6	4140
IRF8	4008
IRH2	4545
IRH4	3402
IRI8	19126
IRI9	16562
ISA6	8548
ISA8	8463
ISB1	5114
ISB3	7388
ISB7	5757
ISC1	7527
ISC9	5270
ITG2	681
IVE8	9688
IVF1	17460
IVH1	1990
IVH2	1867
IWD5	7247
IWD6	10045
IYA4	6322
IZI7	5500
IZI8	1437
JAB1	10727
JBD5	21613
JBD6	27181
JBE8	14163
JBE9	24230
JDF3	9095
JDF4	12063
JDF5	19211
JDG4	16294
JDI1	6904
JDI2	9073
JED4	14424
JED5	23245
JEI4	857
JEI5	1032
JEI6	3609
JEI8	3609
JUD4	14526
JUD5	21949
JUH9	10874
JUI1	9956
JVB4	4288
JVB8	3773
JVI9	22987
JWA1	7544
JWA2	5513
JWA3	14550
JWA4	14208
JWA5	3478
JWA6	3615
JWA7	2306
JWA8	2456
JWA9	3377
JWC8	8085
JWC9	20090
JWF6	4820
JWG8	2024
JWG9	4164
JWH1	14219
JWH2	7499
JWH3	7450
JWH4	2324
JWH5	10829
JWH6	11754
JWH9	1014
JWI2	2438
JWI3	3389
JWI6	1825
JXA4	21053
JXB5	8356
JXC1	8072
JXD4	5177
JXD7	4987
JXG8	9523
JXH2	9282
JZD5	506
JZD6	1084
JZF1	9008
JZF2	10703
JZF3	21152
JZF4	23461
KAD2	3873
KAG7	14785
KAG8	14885
KCE5	10795
KCG2	5392
KCG3	5476
KCI6	25948
KCI7	19568
KEB8	3834
KEC1	3262
KEC2	3200
KEE9	3738
KEF1	3967
KEH3	3499
KFD2	11577
KFD4	11622
KFF4	11298
KFH4	1219
KFH5	1158
KHA7	11009
KHA9	9497
KHE6	10845
KYA1	8688
KYA5	9452
KYB7	15961
KYB8	19579
KYB9	10880
LBA1	5778
LBF3	4983
LBF7	23920
LBF8	22751
LCA1	4731
LCA2	3636
LCB4	10462
LCB5	11726
LCC2	12012
LCC6	10602
LDD1	10230
LDD6	11040
LDD9	3107
LDE1	661
LDF4	2930
LDF5	3037
LDG2	4102
LDG3	3976
LEE1	2775
LEH2	1870
LFB7	4124
LFB9	4846
LFD2	9801
LFD4	9179
LFF7	6487
LFF8	7665
LFG8	3333
LFH1	7668
LGE2	3112
LGE3	2907
LGG6	1963
LGG7	1770
LGH8	3715
LGI1	3092
LHA2	11585
LHA5	12103
LHC1	30216
LHF2	29606
LHF6	4948
LHF7	4613
LJC2	4243
LJC3	4269
LJC9	49778
LJD1	42427
LJD3	5683
A108	3751
A142	4825
A188	5488
AUC3	2026
AUC4	2267
AUE6	5875
AUE7	3788
AUG8	6132
AVA9	5062
AVB2	2482
AVD4	7493
AVG5	9182
AXD5	3567
Bel07	5374
Bel09	5573
Bel13	8380
Bel14	9159
GPH1	2609
GPH2	1634
HFG1287	2353
HXC8	1970
ILA7	16622
ILB4	715
ILB6	13281
ILB7	13520
ILC1	3025
ILD3	3198
ILD9	6999
ILE5	7797
ILE6	13703
ILH1	991
IMA1	4838
IMA2	914
IMB3	15198
IMB4	17707
IMD1	4842
IMD2	2807
IMG9	1859
IMH3	2348
INA6	3813
INC7	14431
IND7	1324
IND8	1363
IOE2	4186
IOE3	3016
IOH4	3469
IOH5	4436
IPD6	4916
IPF7	3570
IPG3	4704
IPH2	12594
IQA3	3362
IQA4	2670
IRB2	6985
IRB8	7859
IRC4	6661
IRC5	4915
IRF6	3872
IRF8	3751
IRH2	3576
IRH4	2796
IRI8	17045
IRI9	15569
ISA6	8307
ISA8	9034
ISB1	4275
ISB3	7935
ISB7	5232
ISC1	7183
ISC9	4970
ITG2	604
IVE8	10153
IVF1	13446
IVH1	1990
IVH2	1941
IWD5	6897
IWD6	8162
IYA4	5422
IZI7	4694
IZI8	1557
JAB1	8799
JBD5	19062
JBD6	23411
JBE8	13507
JBE9	20913
JDF3	7421
JDF4	9900
JDF5	15690
JDG4	13794
JDI1	6510
JDI2	8231
JED4	12055
JED5	18708
JEI4	701
JEI5	1383
JEI6	3285
JEI8	3685
JUD4	15503
JUD5	19537
JUH9	12337
JUI1	10015
JVB4	3912
JVB8	3998
JVI9	19552
JWA1	6913
JWA2	6803
JWA3	1559
JWA4	1476
JWA5	3776
JWA6	3366
JWA7	619
JWA8	2202
JWA9	2627
JWC8	8334
JWC9	5323
JWF6	5770
JWG8	2598
JWG9	4450
JWH1	16588
JWH2	12527
JWH3	8435
JWH4	10201
JWH5	598
JWH6	1397
JWH9	1006
JWI2	3001
JWI3	2763
JWI6	1443
JXA4	20039
JXB5	7631
JXC1	7207
JXD4	1781
JXD7	5207
JXG8	9265
JXH2	8991
JZD5	799
JZD6	1151
JZF1	7693
JZF2	9157
JZF3	20259
JZF4	18898
KAD2	3314
KAG7	13312
KAG8	12765
KCE5	8754
KCG2	4813
KCG3	4988
KCI6	21469
KCI7	16749
KEB8	3243
KEC1	3865
KEC2	4031
KEE9	3525
KEF1	3741
KEH3	4057
KFD2	9747
KFD4	9708
KFF4	10196
KFH4	1087
KFH5	1073
KHA7	8504
KHA9	7748
KHE6	9695
KYA1	7568
KYA5	8193
KYB7	14313
KYB8	17502
KYB9	8551
LBA1	6049
LBF3	5450
LBF7	19877
LBF8	20109
LCA1	4719
LCA2	4742
LCB4	9619
LCB5	12615
LCC2	11383
LCC6	10316
LDD1	7420
LDD6	7985
LDD9	3525
LDE1	4160
LDF4	2659
LDF5	2640
LDG2	4283
LDG3	4554
LEE1	3154
LEH2	1977
LFB7	3582
LFB9	4133
LFD2	7641
LFD4	8525
LFF7	4752
LFF8	6435
LFG8	7876
LFH1	7630
LGE2	2900
LGE3	2541
LGG6	2548
LGG7	2526
LGH8	2645
LGI1	2414
LHA2	9401
LHA5	9842
LHC1	25841
LHF2	25412
LHF6	4564
LHF7	4458
LJC2	4035
LJC3	3818
LJC9	44417
LJD1	37206
LJD3	7049
A108	4840
A142	4656
A188	1365
AUC3	2187
AUC4	2675
AUE6	7191
AUE7	3922
AUG8	7520
AVA9	6153
AVB2	4916
AVD4	9373
AVG5	10219
AXD5	3775
Bel07	5244
Bel09	5798
Bel13	10038
Bel14	10461
GPH1	2959
GPH2	1522
HFG1287	6125
HXC8	1294
ILA7	19814
ILB4	1038
ILB6	16171
ILB7	15704
ILC1	2750
ILD3	3676
ILD9	7598
ILE5	7845
ILE6	14652
ILH1	1195
IMA1	3055
IMA2	5511
IMB3	16523
IMB4	17073
IMD1	6116
IMD2	2494
IMG9	1845
IMH3	2431
INA6	4434
INC7	16835
IND7	1410
IND8	1371
IOE2	3816
IOE3	4796
IOH4	4092
IOH5	5577
IPD6	5630
IPF7	3535
IPG3	5124
IPH2	14752
IQA3	3567
IQA4	2893
IRB2	7641
IRB8	8158
IRC4	6865
IRC5	5694
IRF6	3428
IRF8	3880
IRH2	4901
IRH4	3926
IRI8	17950
IRI9	17111
ISA6	9509
ISA8	9885
ISB1	6034
ISB3	8516
ISB7	5451
ISC1	7710
ISC9	5451
ITG2	683
IVE8	12421
IVF1	15041
IVH1	1994
IVH2	2162
IWD5	6809
IWD6	9656
IYA4	6681
IZI7	5405
IZI8	1176
JAB1	10422
JBD5	21590
JBD6	26638
JBE8	15028
JBE9	23420
JDF3	8423
JDF4	11293
JDF5	18562
JDG4	15984
JDI1	6989
JDI2	8932
JED4	13435
JED5	22122
JEI4	1097
JEI5	323
JEI6	3762
JEI8	3909
JUD4	14245
JUD5	20777
JUH9	14336
JUI1	10759
JVB4	3294
JVB8	3337
JVI9	21461
JWA1	8035
JWA2	7697
JWA3	3285
JWA4	5995
JWA5	590
JWA6	598
JWA7	1820
JWA8	2306
JWA9	3060
JWC8	22576
JWC9	28070
JWF6	6202
JWG8	1494
JWG9	4014
JWH1	3077
JWH2	12999
JWH3	7823
JWH4	11003
JWH5	5140
JWH6	13627
JWH9	1771
JWI2	3356
JWI3	3988
JWI6	1270
JXA4	23132
JXB5	8080
JXC1	7927
JXD4	2387
JXD7	3273
JXG8	10783
JXH2	11005
JZD5	755
JZD6	966
JZF1	8154
JZF2	10188
JZF3	22551
JZF4	22304
KAD2	3035
KAG7	13508
KAG8	13278
KCE5	10143
KCG2	4469
KCG3	4867
KCI6	24921
KCI7	19692
KEB8	3635
KEC1	4129
KEC2	3555
KEE9	6021
KEF1	3689
KEH3	4211
KFD2	12501
KFD4	12680
KFF4	11096
KFH4	1153
KFH5	1206
KHA7	7272
KHA9	9798
KHE6	10912
KYA1	7783
KYA5	8405
KYB7	11939
KYB8	17900
KYB9	10108
LBA1	7026
LBF3	4652
LBF7	21819
LBF8	20575
LCA1	5033
LCA2	5614
LCB4	9882
LCB5	13354
LCC2	13522
LCC6	11170
LDD1	8710
LDD6	9555
LDD9	3105
LDE1	3077
LDF4	3019
LDF5	2964
LDG2	4622
LDG3	5003
LEE1	3646
LEH2	1740
LFB7	3810
LFB9	4585
LFD2	9487
LFD4	8972
LFF7	5824
LFF8	7408
LFG8	6886
LFH1	7930
LGE2	4315
LGE3	2938
LGG6	2212
LGG7	2274
LGH8	3252
LGI1	3390
LHA2	11314
LHA5	10912
LHC1	29398
LHF2	30309
LHF6	4625
LHF7	4421
LJC2	2490
LJC3	4926
LJC9	52311
LJD1	42670
LJD3	4451
A108	4169
A142	5263
A188	2193
AUC3	2958
AUC4	3102
AUE6	7951
AUE7	4859
AUG8	7650
AVA9	4226
AVB2	5901
AVD4	10220
AVG5	10696
AXD5	4543
Bel07	6237
Bel09	6827
Bel13	10910
Bel14	12075
GPH1	2628
GPH2	2136
HFG1287	7393
HXC8	1832
ILA7	21503
ILB4	914
ILB6	17388
ILB7	16630
ILC1	3993
ILD3	4531
ILD9	8184
ILE5	7786
ILE6	15518
ILH1	1185
IMA1	4856
IMA2	6759
IMB3	17834
IMB4	19971
IMD1	6340
IMD2	3859
IMG9	2339
IMH3	3059
INA6	8862
INC7	18589
IND7	1762
IND8	1840
IOE2	4343
IOE3	4393
IOH4	3825
IOH5	5272
IPD6	5866
IPF7	3992
IPG3	5799
IPH2	15953
IQA3	4075
IQA4	3362
IRB2	8757
IRB8	8857
IRC4	7123
IRC5	5443
IRF6	4390
IRF8	4535
IRH2	4792
IRH4	3516
IRI8	20322
IRI9	18866
ISA6	7467
ISA8	6460
ISB1	5452
ISB3	9141
ISB7	5978
ISC1	8487
ISC9	6738
ITG2	1783
IVE8	13215
IVF1	13693
IVH1	2129
IVH2	1943
IWD5	8686
IWD6	8980
IYA4	7596
IZI7	5767
IZI8	1752
JAB1	11426
JBD5	24588
JBD6	30326
JBE8	15894
JBE9	25895
JDF3	9020
JDF4	12728
JDF5	20509
JDG4	17508
JDI1	8428
JDI2	10299
JED4	15272
JED5	23729
JEI4	1229
JEI5	1280
JEI6	3958
JEI8	4032
JUD4	17837
JUD5	21185
JUH9	14626
JUI1	12040
JVB4	3816
JVB8	4058
JVI9	24507
JWA1	8287
JWA2	8094
JWA3	604
JWA4	582
JWA5	830
JWA6	759
JWA7	687
JWA8	3070
JWA9	4910
JWC8	23907
JWC9	20055
JWF6	7150
JWG8	4152
JWG9	7443
JWH1	4468
JWH2	5891
JWH3	7242
JWH4	11461
JWH5	2554
JWH6	3593
JWH9	1336
JWI2	2030
JWI3	3674
JWI6	1223
JXA4	23556
JXB5	8678
JXC1	8018
JXD4	6151
JXD7	6741
JXG8	11632
JXH2	11624
JZD5	823
JZD6	1596
JZF1	8241
JZF2	11249
JZF3	24865
JZF4	24587
KAD2	3443
KAG7	12258
KAG8	15150
KCE5	11425
KCG2	6932
KCG3	7280
KCI6	26735
KCI7	21158
KEB8	3407
KEC1	4481
KEC2	4335
KEE9	3283
KEF1	4570
KEH3	5294
KFD2	11763
KFD4	11872
KFF4	11644
KFH4	1609
KFH5	1645
KHA7	5101
KHA9	9088
KHE6	11200
KYA1	9125
KYA5	9498
KYB7	16191
KYB8	19541
KYB9	10823
LBA1	7690
LBF3	4928
LBF7	25369
LBF8	24524
LCA1	5703
LCA2	5589
LCB4	11135
LCB5	14088
LCC2	14944
LCC6	12059
LDD1	9683
LDD6	10389
LDD9	2567
LDE1	3480
LDF4	3535
LDF5	3687
LDG2	5096
LDG3	5555
LEE1	3945
LEH2	3967
LFB7	4044
LFB9	5495
LFD2	9140
LFD4	9461
LFF7	6036
LFF8	7436
LFG8	2653
LFH1	9268
LGE2	3322
LGE3	3236
LGG6	2663
LGG7	2574
LGH8	3110
LGI1	3501
LHA2	12416
LHA5	12550
LHC1	33466
LHF2	33832
LHF6	5529
LHF7	5754
LJC2	10862
LJC3	4847
LJC9	60679
LJD1	49984
LJD3	7075
A108	5162
A142	14357
A188	2444
AUC3	3031
AUC4	3425
AUE6	8389
AUE7	5212
AUG8	8863
AVA9	8212
AVB2	7751
AVD4	11773
AVG5	13172
AXD5	4560
Bel07	6233
Bel09	7410
Bel13	11716
Bel14	12587
GPH1	3041
GPH2	2291
HFG1287	8243
HXC8	1637
ILA7	23191
ILB4	618
ILB6	17694
ILB7	18296
ILC1	3811
ILD3	4692
ILD9	9603
ILE5	9022
ILE6	18150
ILH1	1174
IMA1	6957
IMA2	6804
IMB3	19303
IMB4	22340
IMD1	6921
IMD2	4607
IMG9	2399
IMH3	3019
INA6	8247
INC7	19724
IND7	1753
IND8	1722
IOE2	4379
IOE3	4542
IOH4	4451
IOH5	6036
IPD6	6308
IPF7	4576
IPG3	6596
IPH2	17644
IQA3	4309
IQA4	3434
IRB2	9762
IRB8	10406
IRC4	1044
IRC5	6015
IRF6	5330
IRF8	5487
IRH2	4933
IRH4	3578
IRI8	20016
IRI9	19424
ISA6	11159
ISA8	12725
ISB1	5457
ISB3	9988
ISB7	6316
ISC1	8739
ISC9	6493
ITG2	1069
IVE8	14010
IVF1	17470
IVH1	2866
IVH2	2657
IWD5	8525
IWD6	11619
IYA4	7156
IZI7	6106
IZI8	1357
JAB1	12113
JBD5	25285
JBD6	30442
JBE8	17163
JBE9	27067
JDF3	9420
JDF4	13492
JDF5	20521
JDG4	17797
JDI1	8818
JDI2	10749
JED4	15399
JED5	24699
JEI4	1434
JEI5	1420
JEI6	4619
JEI8	5047
JUD4	20487
JUD5	23419
JUH9	15670
JUI1	12847
JVB4	4681
JVB8	4487
JVI9	25855
JWA1	9686
JWA2	8731
JWA3	1274
JWA4	9439
JWA5	1443
JWA6	734
JWA7	4420
JWA8	2997
JWA9	4699
JWC8	6216
JWC9	7959
JWF6	7536
JWG8	993
JWG9	7252
JWH1	22907
JWH2	16980
JWH3	2372
JWH4	6770
JWH5	802
JWH6	13446
JWH9	1520
JWI2	4522
JWI3	5476
JWI6	2278
JXA4	23881
JXB5	9868
JXC1	9175
JXD4	3550
JXD7	1368
JXG8	12684
JXH2	12975
JZD5	930
JZD6	1517
JZF1	10290
JZF2	12157
JZF3	25361
JZF4	24427
KAD2	3873
KAG7	15225
KAG8	15480
KCE5	11895
KCG2	6337
KCG3	6833
KCI6	28181
KCI7	21989
KEB8	4038
KEC1	5928
KEC2	5742
KEE9	4411
KEF1	5105
KEH3	5334
KFD2	13398
KFD4	13161
KFF4	13037
KFH4	1899
KFH5	1730
KHA7	12009
KHA9	10772
KHE6	12374
KYA1	9970
KYA5	10894
KYB7	6129
KYB8	19221
KYB9	11753
LBA1	15439
LBF3	6008
LBF7	25495
LBF8	23972
LCA1	6564
LCA2	6993
LCB4	12225
LCB5	15347
LCC2	15271
LCC6	12960
LDD1	8450
LDD6	11291
LDD9	4379
LDE1	4609
LDF4	3666
LDF5	3536
LDG2	5535
LDG3	5789
LEE1	4166
LEH2	5068
LFB7	4062
LFB9	5606
LFD2	10713
LFD4	10676
LFF7	6950
LFF8	8807
LFG8	5393
LFH1	8993
LGE2	4019
LGE3	3491
LGG6	2844
LGG7	2879
LGH8	3363
LGI1	4047
LHA2	12840
LHA5	12798
LHC1	33962
LHF2	34421
LHF6	5493
LHF7	5580
LJC2	14098
LJC3	5590
LJC9	65638
LJD1	53600
LJD3	7170
A108	4251
A142	5039
A188	1011
AUC3	2515
AUC4	2791
AUE6	7319
AUE7	4114
AUG8	7161
AVA9	6491
AVB2	6844
AVD4	9946
AVG5	10531
AXD5	3768
Bel07	4780
Bel09	5911
Bel13	9758
Bel14	10483
GPH1	2230
GPH2	1561
HFG1287	3570
HXC8	1395
ILA7	19303
ILB4	1081
ILB6	15339
ILB7	15457
ILC1	3460
ILD3	3951
ILD9	7722
ILE5	8249
ILE6	14386
ILH1	1036
IMA1	5357
IMA2	5807
IMB3	16704
IMB4	18314
IMD1	5510
IMD2	3614
IMG9	2000
IMH3	2514
INA6	7816
INC7	16670
IND7	1477
IND8	1392
IOE2	3922
IOE3	3974
IOH4	3805
IOH5	4240
IPD6	5236
IPF7	3798
IPG3	5129
IPH2	14860
IQA3	3300
IQA4	3027
IRB2	8130
IRB8	9169
IRC4	6634
IRC5	5030
IRF6	4337
IRF8	4355
IRH2	4030
IRH4	3581
IRI8	18718
IRI9	17752
ISA6	7910
ISA8	9298
ISB1	4154
ISB3	8742
ISB7	5503
ISC1	7203
ISC9	5215
ITG2	1497
IVE8	11605
IVF1	16042
IVH1	2258
IVH2	2088
IWD5	6615
IWD6	9243
IYA4	6074
IZI7	5156
IZI8	1418
JAB1	10319
JBD5	22520
JBD6	27566
JBE8	15499
JBE9	23672
JDF3	7794
JDF4	10794
JDF5	17967
JDG4	15491
JDI1	6587
JDI2	8458
JED4	13154
JED5	20859
JEI4	1325
JEI5	1395
JEI6	3337
JEI8	3213
JUD4	17435
JUD5	24717
JUH9	12276
JUI1	9676
JVB4	3623
JVB8	3431
JVI9	21718
JWA1	3311
JWA2	3933
JWA3	454
JWA4	403
JWA5	3030
JWA6	3209
JWA7	1965
JWA8	2426
JWA9	3738
JWC8	14797
JWC9	10370
JWF6	3527
JWG8	302
JWG9	448
JWH1	8703
JWH2	8884
JWH3	5904
JWH4	521
JWH5	5746
JWH6	7363
JWH9	1054
JWI2	4120
JWI3	3995
JWI6	1853
JXA4	22504
JXB5	8092
JXC1	7788
JXD4	6621
JXD7	3122
JXG8	9852
JXH2	9049
JZD5	360
JZD6	572
JZF1	7749
JZF2	9511
JZF3	21037
JZF4	20691
KAD2	3736
KAG7	11549
KAG8	10414
KCE5	10154
KCG2	4640
KCG3	4915
KCI6	24236
KCI7	18760
KEB8	3321
KEC1	4409
KEC2	4044
KEE9	3501
KEF1	4155
KEH3	3915
KFD2	11534
KFD4	11569
KFF4	10956
KFH4	1224
KFH5	1269
KHA7	3704
KHA9	9157
KHE6	10162
KYA1	11885
KYA5	9068
KYB7	17889
KYB8	18585
KYB9	9696
LBA1	8917
LBF3	5046
LBF7	23544
LBF8	22600
LCA1	4405
LCA2	5412
LCB4	10365
LCB5	12548
LCC2	13246
LCC6	11190
LDD1	8393
LDD6	9013
LDD9	1963
LDE1	2335
LDF4	2646
LDF5	2552
LDG2	4711
LDG3	4368
LEE1	3169
LEH2	2182
LFB7	3814
LFB9	4335
LFD2	8987
LFD4	8863
LFF7	5219
LFF8	7064
LFG8	7186
LFH1	8119
LGE2	3423
LGE3	3021
LGG6	2131
LGG7	2073
LGH8	2747
LGI1	2893
LHA2	11341
